name,group,calorie,carbohydrate,protein,lipid,salt
パパイア・完熟・生,7,38,9.5,0.5,0.2,0
パパイア・未熟・生,7,39,9.4,1.3,0.1,0
びわ・生,7,40,10.6,0.3,0.1,0
びわ・缶詰,7,81,19.8,0.3,0.1,0
ぶどう・生,7,59,15.7,0.4,0.1,0
ぶどう・干しぶどう,7,301,80.7,2.7,0.2,0
ぶどう・果実飲料・ストレートジュース,7,55,14.5,0.3,0.2,0
ぶどう・果実飲料・濃縮還元ジュース,7,47,12.1,0.3,0.3,0
ぶどう・果実飲料・70%果汁入り飲料,7,52,12.9,0.2,0,0
ぶどう・果実飲料・10%果汁入り飲料,7,52,13.1,0,0,0
ぶどう・缶詰,7,84,20.4,0.4,0.1,0
ぶどう・ジャム,7,193,47.5,0.5,0.1,0
ブルーベリー・生,7,49,12.9,0.5,0.1,0
ブルーベリー・ジャム,7,181,43.8,0.7,0.3,0
ブルーベリー・乾,7,286,72.5,2.7,1.9,0
ホワイトサポテ・生,7,74,18.9,1.5,0.1,0
まくわうり・黄肉種・生,7,32,7.8,0.8,0.1,0
まくわうり・白肉種・生,7,32,7.8,0.8,0.1,0
マルメロ・生,7,56,15.1,0.3,0.1,0
マンゴー・生,7,64,16.9,0.6,0.1,0
マンゴスチン・生,7,67,17.5,0.6,0.2,0
メロン・温室メロン・生,7,42,10.3,1.1,0.1,0
メロン・露地メロン・緑肉種・生,7,42,10.4,1,0.1,0
メロン・露地メロン・赤肉種・生,7,42,10.4,1,0.1,0
もも・生,7,40,10.2,0.6,0.1,0
もも・30%果汁入り飲料・,7,48,11.6,0.2,0.1,0
もも・缶詰・白肉種・果肉,7,85,20.6,0.5,0.1,0
もも・缶詰・黄肉種・果肉,7,85,20.6,0.5,0.1,0
もも・缶詰・液汁,7,81,19.8,0.3,0.1,0
ネクタリン・生,7,43,10.7,0.7,0.3,0
やまもも・生,7,44,11.3,0.5,0.2,0
ライチー・生,7,63,16.4,1,0.1,0
ラズベリー・生,7,41,10.2,1.1,0.1,0
りゅうがん・乾,7,283,72.9,5.1,0.4,0
りんご・皮むき・生,7,57,15.5,0.1,0.2,0
りんご・皮つき・生,7,61,16.2,0.2,0.3,0
りんご・果実飲料・ストレートジュース,7,44,11.8,0.2,0.1,0
りんご・果実飲料・濃縮還元ジュース,7,43,11.4,0.1,0.2,0
りんご・果実飲料・50%果汁入り飲料,7,46,11.5,0.1,0,0
りんご・果実飲料・30%果汁入り飲料,7,46,11.4,0,0,0
りんご・缶詰,7,83,20.1,0.3,0.1,0
りんご・ジャム,7,213,52.7,0.2,0.1,0
えのきたけ・生,8,22,7.6,2.7,0.2,0
えのきたけ・ゆで,8,22,7.8,2.8,0.1,0
えのきたけ・油いため,8,58,8.8,3,3.9,0
えのきたけ・味付け瓶詰,8,85,16.9,3.6,0.3,4.3
あらげきくらげ・乾,8,171,77,6.9,0.7,0.1
あらげきくらげ・ゆで,8,35,16.1,1.2,0.1,0
あらげきくらげ・油いため,8,107,27.8,2.3,5.2,0
きくらげ・乾,8,167,71.1,7.9,2.1,0.1
きくらげ・ゆで,8,13,5.2,0.6,0.2,0
しろきくらげ・乾,8,162,74.5,4.9,0.7,0.1
しろきくらげ・ゆで,8,14,6.7,0.4,0,0
くろあわびたけ・生,8,19,4.9,3.7,0.4,0
しいたけ・生しいたけ・菌床栽培・生,8,19,5.7,3,0.3,0
しいたけ・生しいたけ・菌床栽培・ゆで,8,17,5.1,2.5,0.4,0
しいたけ・生しいたけ・菌床栽培・油いため,8,57,7.3,3.3,4.1,0
しいたけ・生しいたけ・原木栽培・生,8,23,7.6,3.1,0.4,0
しいたけ・生しいたけ・原木栽培・ゆで,8,19,5.9,2.4,0.4,0
しいたけ・生しいたけ・原木栽培・油いため,8,73,8.8,3.8,5.4,0
しいたけ・乾しいたけ・乾,8,182,63.4,19.3,3.7,0
しいたけ・乾しいたけ・ゆで,8,42,16.7,3.2,0.5,0
はたけしめじ・生,8,15,4.5,2.6,0.3,0
はたけしめじ・ゆで,8,17,5.1,2.6,0.3,0
ぶなしめじ・生,8,18,5,2.7,0.6,0
ぶなしめじ・ゆで,8,21,6.5,3.3,0.3,0
ぶなしめじ・油いため,8,53,5,2.9,4.4,0
ほんしめじ・生,8,12,2.8,2.5,0.4,0
ほんしめじ・ゆで,8,16,4.1,2.8,0.6,0
たもぎたけ・生,8,16,3.7,3.6,0.3,0
なめこ・生,8,15,5.2,1.7,0.2,0
なめこ・ゆで,8,14,5.1,1.6,0.1,0
なめこ・水煮缶詰,8,9,3.2,1,0.1,0
ぬめりすぎたけ・生,8,15,4.1,2.3,0.4,0
うすひらたけ・生,8,23,4.8,6.1,0.2,0
エリンギ・生,8,19,6,2.8,0.4,0
エリンギ・ゆで,8,21,6.5,3.2,0.5,0
エリンギ・焼き,8,29,9.1,4.2,0.5,0
エリンギ・油いため,8,55,8.1,3.2,3.7,0
ひらたけ・生,8,20,6.2,3.3,0.3,0
ひらたけ・ゆで,8,21,6.6,3.4,0.2,0
まいたけ・生,8,15,4.4,2,0.5,0
まいたけ・ゆで,8,18,6.4,1.6,0.5,0
まいたけ・油いため,8,56,6.8,2.6,4.4,0
まいたけ・乾,8,181,59.9,21.9,3.9,0
マッシュルーム・生,8,11,2.1,2.9,0.3,0
マッシュルーム・ゆで,8,16,3.7,3.8,0.2,0
マッシュルーム・油いため,8,56,4.5,3.6,4.5,0
マッシュルーム・水煮缶詰,8,14,3.3,3.4,0.2,0.9
まつたけ・生,8,23,8.2,2,0.6,0
やなぎまつたけ・生,8,13,4,2.4,0.1,0
あおさ・素干し,9,130,41.7,22.1,0.6,9.9
あおのり・素干し,9,164,41,29.4,5.2,8.1
あまのり・ほしのり,9,173,38.7,39.4,3.7,1.5
あまのり・焼きのり,9,188,44.3,41.4,3.7,1.3
あまのり・味付けのり,9,359,41.8,40,3.5,4.3
あらめ・蒸し干し,9,140,56.2,12.4,0.7,5.8
いわのり・素干し,9,151,39.1,34.8,0.7,5.3
うみぶどう・生,9,4,1.2,0.5,0.1,0.8
えごのり・素干し,9,143,62.2,9,0.1,6.1
えごのり・おきうと,9,6,2.5,0.3,0.1,0.1
おごのり・塩蔵・塩抜き,9,21,8.8,1.3,0.1,0.3
かわのり・素干し,9,167,41.7,38.1,1.6,0.2
えながおにこんぶ・素干し,9,138,55.7,11,1,6.1
がごめこんぶ・素干し,9,142,62.1,7.9,0.5,7.6
ながこんぶ・素干し,9,140,58.5,8.3,1.5,7.6
ほそめこんぶ・素干し,9,147,62.9,6.9,1.7,6.1
まこんぶ・素干し,9,145,61.5,8.2,1.2,7.1
みついしこんぶ・素干し,9,153,64.7,7.7,1.9,7.6
りしりこんぶ・素干し,9,138,56.5,8,2,6.9
刻み昆布,9,105,46,5.4,0.5,10.9
削り昆布,9,117,50.2,6.5,0.9,5.3
塩昆布,9,110,37,16.9,0.4,18
つくだ煮,9,168,33.3,6,1,7.4
すいぜんじのり・素干し・水戻し,9,7,2.1,1.5,0,0
てんぐさ・素干し,9,144,53.8,16.1,1,4.8
てんぐさ・ところてん,9,2,0.6,0.2,0,0
てんぐさ・角寒天,9,154,74.1,2.4,0.2,0.3
てんぐさ・寒天,9,3,1.5,0,0,0
てんぐさ・粉寒天,9,165,81.7,0.2,0.3,0.4
とさかのり・赤とさか・塩蔵・塩抜き,9,14,5.1,1.5,0.1,0.7
とさかのり・青とさか・塩蔵・塩抜き,9,13,4.9,0.9,0.2,0.8
ひじき・ほしひじき・ステンレス釜・乾,9,149,58.4,9.2,3.2,4.7
ひじき・ほしひじき・ステンレス釜・ゆで,9,10,3.4,0.7,0.3,0.1
ひじき・ほしひじき・ステンレス釜・油いため,9,51,4.1,0.8,4.7,0.2
ひじき・ほしひじき・鉄釜・乾,9,145,56,9.2,3.2,4.7
ひじき・ほしひじき・鉄釜・ゆで,9,10,3.4,0.7,0.3,0.1
ひじき・ほしひじき・鉄釜・油いため,9,51,4.1,0.8,4.7,0.2
ひとえぐさ・素干し,9,130,46.3,16.6,1,11.4
ひとえぐさ・つくだ煮,9,154,21.1,14.4,1.3,5.8
ふのり・素干し,9,148,57.8,13.8,1,6.9
まつも・素干し,9,159,40.8,27.9,4.9,3.3
むかでのり・塩蔵・塩抜き,9,10,4.2,0.6,0.1,0.6
おきなわもずく・塩蔵・塩抜き,9,6,2,0.3,0.2,0.6
もずく・塩蔵・塩抜き,9,4,1.4,0.2,0.1,0.2
わかめ・原藻・生,9,16,5.6,1.9,0.2,1.5
わかめ・乾燥わかめ・素干し,9,117,41.3,13.6,1.6,16.8
わかめ・乾燥わかめ・素干し・水戻し,9,17,5.9,2,0.3,0.7
わかめ・乾燥わかめ・板わかめ,9,134,47.4,16.7,1.2,9.9
わかめ・乾燥わかめ・灰干し・水戻し,9,7,2.2,1.1,0.1,0.1
わかめ・カットわかめ,9,138,41.8,18,4,24.1
わかめ・湯通し塩蔵わかめ・塩抜き,9,11,3.1,1.7,0.4,1.4
わかめ・くきわかめ・湯通し塩蔵・塩抜き,9,15,5.5,1.1,0.3,7.9
わかめ・めかぶわかめ・生,9,11,3.4,0.9,0.6,0.4
あいなめ・生,10,113,0.1,19.1,3.4,0.4
あこうだい・生,10,93,0.1,16.8,2.3,0.2
まあじ・皮つき、生,10,126,0.1,19.7,4.5,0.3
まあじ・皮なし、刺身,10,123,0.2,19.7,4.1,0.3
まあじ・皮つき、水煮,10,151,0.1,22.4,5.9,0.3
まあじ・皮つき、焼き,10,170,0.1,25.9,6.4,0.4
まあじ・皮つき、フライ,10,276,7.9,20.1,18.2,0.4
まあじ・開き干し・生,10,168,0.1,20.2,8.8,1.7
まあじ・開き干し・焼き,10,220,0.1,24.6,12.3,2
まあじ・小型・骨付き・生,10,123,0.1,17.8,5,0.3
まあじ・小型・骨付き・から揚げ,10,278,3.5,24,18.6,0.3
まるあじ・生,10,147,0.2,22.1,5.6,0.2
まるあじ・焼き,10,194,0.2,28.7,7.7,0.2
にしまあじ・生,10,169,0.1,19.6,9.1,0.4
にしまあじ・水煮,10,175,0.1,21.7,8.8,0.5
にしまあじ・焼き,10,203,0.1,24.7,10.4,0.6
むろあじ・生,10,166,0.4,23.6,6.9,0.1
むろあじ・焼き,10,186,0.6,29.7,6.2,0.2
むろあじ・開き干し,10,155,0.1,22.9,6.2,2.1
むろあじ・くさや,10,240,0.3,49.9,3,4.1
あなご・生,10,161,0,17.3,9.3,0.4
あなご・蒸し,10,194,0,17.6,12.7,0.3
あまご・養殖・生,10,112,0.1,18.3,3.6,0.1
あまだい・生,10,113,0,18.8,3.6,0.2
あまだい・水煮,10,125,0,20.7,4,0.2
あまだい・焼き,10,119,0,22.5,2.6,0.3
あゆ・天然・生,10,100,0.1,18.3,2.4,0.2
あゆ・天然・焼き,10,177,0.1,26.6,6.8,0.3
あゆ・天然・内臓・生,10,206,0.3,9.5,17.5,0.2
あゆ・天然・内臓・焼き,10,194,0.4,23,10.1,0.4
あゆ・養殖・生,10,152,0.6,17.8,7.9,0.1
あゆ・養殖・焼き,10,241,0.8,22.6,15.1,0.2
あゆ・養殖・内臓・生,10,550,0.3,7.4,55,0.2
あゆ・養殖・内臓・焼き,10,558,0.4,15.2,52.3,0.3
あゆ・うるか,10,171,1.8,11.4,13.1,13
アラスカめぬけ・生,10,105,0.1,17.2,3.4,0.2
あんこう・生,10,58,0.3,13,0.2,0.3
あんこう・きも・生,10,445,2.2,10,41.9,0.3
いかなご・生,10,125,0.1,17.2,5.5,0.5
いかなご・煮干し,10,245,1.5,43.1,6.1,7.1
いかなご・つくだ煮,10,282,30.7,29.4,4.6,5.6
いかなご・あめ煮,10,279,35.8,25.6,3.7,4.3
いさき・生,10,127,0.1,17.2,5.7,0.4
いしだい・生,10,156,0,19.5,7.8,0.1
いとよりだい・生,10,93,0.1,18.1,1.7,0.2
いとよりだい・すり身,10,91,5.1,16.7,0.4,0.7
いぼだい・生,10,149,0,16.4,8.5,0.5
うるめいわし・生,10,136,0.3,21.3,4.8,0.2
うるめいわし・丸干し,10,239,0.3,45,5.1,5.8
かたくちいわし・生,10,192,0.3,18.2,12.1,0.2
かたくちいわし・煮干し,10,332,0.3,64.5,6.2,4.3
かたくちいわし・田作り,10,336,0.3,66.6,5.7,1.8
まいわし・生,10,169,0.2,19.2,9.2,0.2
まいわし・水煮,10,178,0.2,22.4,8.7,0.2
まいわし・焼き,10,196,0.2,25.3,9.4,0.3
まいわし・フライ,10,396,10.7,20,30.3,0.4
まいわし・塩いわし,10,163,0.4,16.8,9.6,6.1
まいわし・生干し,10,242,1.1,20.6,16,1.8
まいわし・丸干し,10,193,0.7,32.8,5.5,3.8
めざし・生,10,257,0.5,18.2,18.9,2.8
めざし・焼き,10,244,0.7,23.7,15,3.6
しらす・生,10,76,0.1,15,1.3,1
しらす干し・微乾燥品,10,113,0.2,23.1,1.6,4.1
しらす干し・半乾燥品,10,206,0.5,40.5,3.5,6.6
たたみいわし,10,372,0.7,75.1,5.6,2.2
みりん干し・かたくちいわし,10,340,25,44.3,7,2.8
みりん干し・まいわし,10,332,16.3,31.4,15.7,1.7
缶詰・水煮,10,188,0.1,20.7,10.6,0.8
缶詰・味付け,10,212,5.7,20.4,11.9,1.4
缶詰・トマト漬,10,172,1.3,17.5,10.8,0.7
缶詰・油漬,10,359,0.3,20.3,30.7,0.8
缶詰・かば焼,10,242,9.3,16.2,15.6,1.5
缶詰・アンチョビ,10,158,0.1,24.2,6.8,13.1
いわな・養殖・生,10,114,0.1,19,3.6,0.1
うぐい・生,10,100,0.2,20.1,1.5,0.2
うなぎ・養殖・生,10,255,0.3,17.1,19.3,0.2
うなぎ・きも・生,10,118,3.5,13,5.3,0.4
うなぎ・白焼き,10,331,0.1,20.7,25.8,0.3
うなぎ・かば焼,10,293,3.1,23,21,1.3
うまづらはぎ・生,10,80,0,18.2,0.3,0.5
うまづらはぎ・味付け開き干し,10,292,10.4,58.9,1.6,6.1
えい・生,10,84,0.1,19.1,0.3,0.7
えそ・生,10,93,0.1,20.1,0.8,0.3
おいかわ・生,10,136,0.1,19.2,5.8,0.1
おおさが・生,10,144,0.1,16.3,8,0.2
おこぜ・生,10,85,0.2,19.6,0.2,0.2
おひょう・生,10,100,0.1,19.9,1.7,0.2
かさご・生,10,85,0.1,19.3,0.3,0.3
かじか・生,10,111,0.2,15,5,0.3
かじか・水煮,10,122,0.2,15.8,5.8,0.2
かじか・つくだ煮,10,302,33.8,29.4,5.5,4.3
くろかじき・生,10,99,0.1,22.9,0.2,0.2
まかじき・生,10,115,0.1,23.1,1.8,0.2
めかじき・生,10,153,0.1,19.2,7.6,0.2
めかじき・焼き,10,220,0,27.5,11.1,0.3
かつお・春獲り・生,10,114,0.1,25.8,0.5,0.1
かつお・秋獲り・生,10,165,0.2,25,6.2,0.1
そうだがつお・生,10,136,0.3,25.7,2.8,0.2
加工品・なまり,10,134,0.4,29.8,0.7,0.3
加工品・なまり節,10,173,0.5,38,1.1,0.2
加工品・かつお節,10,356,0.8,77.1,2.9,0.3
加工品・削り節,10,351,0.4,75.7,3.2,1.2
加工品・削り節つくだ煮,10,237,32.3,19.5,3.3,7.9
加工品・角煮,10,224,21.4,31,1.6,3.8
加工品・塩辛,10,62,0,12,1.5,12.7
缶詰・味付け・フレーク,10,141,10.7,18.4,2.7,1.7
缶詰・油漬・フレーク,10,293,0.1,18.8,24.2,0.9
かます・生,10,148,0.1,18.9,7.2,0.3
かます・焼き,10,145,0.1,23.3,4.9,0.4
まがれい・生,10,95,0.1,19.6,1.3,0.3
まがれい・水煮,10,107,0.1,21.4,1.7,0.3
まがれい・焼き,10,110,0.1,23.4,1.2,0.3
まこがれい・生,10,93,0.1,18,1.8,0.3
まこがれい・焼き,10,147,0.2,28.5,2.8,0.5
子持ちがれい・生,10,143,0.1,19.9,6.2,0.2
子持ちがれい・水煮,10,162,0.1,22.3,7.2,0.2
干しかれい,10,117,0,20.2,3.4,1.1
かわはぎ・生,10,80,0,18.8,0.1,0.3
かんぱち・生,10,129,0.1,21,4.2,0.2
きす・生,10,80,0,18.5,0.2,0.3
きす・天ぷら,10,241,7.8,18.4,15.2,0.3
きちじ・生,10,262,0,13.6,21.7,0.2
きびなご・生,10,93,0.1,18.8,1.4,0.4
きびなご・調味干し,10,274,0.5,47.9,7.4,6.6
キャビア・塩蔵品,10,263,1.1,26.2,17.1,4.1
キングクリップ・生,10,78,0,18.2,0.1,0.4
ぎんだら・生,10,232,0,13.6,18.6,0.2
ぎんだら・水煮,10,287,0,14.9,23.8,0.2
きんめだい・生,10,160,0.1,17.8,9,0.1
ぐち・生,10,83,0,18,0.8,0.2
ぐち・焼き,10,106,0,23.4,0.8,0.4
こい・養殖・生,10,171,0.2,17.7,10.2,0.1
こい・養殖・水煮,10,208,0.2,19.2,13.4,0.1
こい・養殖・内臓・生,10,287,1.3,9,25.9,0.2
まごち・生,10,100,0.2,22.5,0.5,0.3
めごち・生,10,75,0.1,17.5,0.1,0.4
このしろ・生,10,160,0.4,19,8.3,0.4
このしろ・甘酢漬,10,193,6.4,19.1,10.1,2.3
からふとます・生,10,154,0.1,21.7,6.6,0.2
からふとます・焼き,10,191,0.1,28.1,7.7,0.2
からふとます・塩ます,10,160,0.6,20.9,7.4,5.8
からふとます・水煮缶詰,10,156,0.1,20.7,7.2,0.9
ぎんざけ・養殖・生,10,204,0.3,19.6,12.8,0.1
ぎんざけ・養殖・焼き,10,257,0.4,25.2,15.8,0.2
さくらます・生,10,161,0.1,20.9,7.7,0.1
さくらます・焼き,10,233,0.1,28.4,12,0.2
しろさけ・生,10,133,0.1,22.3,4.1,0.2
しろさけ・水煮,10,152,0.1,25.5,4.7,0.2
しろさけ・焼き,10,171,0.1,29.1,5.1,0.2
しろさけ・新巻き・生,10,154,0.1,22.8,6.1,3
しろさけ・新巻き・焼き,10,198,0.1,29.3,7.9,2.1
しろさけ・塩ざけ,10,199,0.1,22.4,11.1,1.8
しろさけ・イクラ,10,272,0.2,32.6,15.6,2.3
しろさけ・すじこ,10,282,0.9,30.5,17.4,4.8
しろさけ・めふん,10,77,0.4,16.9,0.9,14.7
しろさけ・水煮缶詰,10,170,0.1,21.2,8.5,0.6
たいせいようさけ・養殖・生,10,237,0.1,20.1,16.1,0.1
たいせいようさけ・養殖・焼き,10,295,0.1,25.1,20,0.1
にじます・海面養殖・皮つき、生,10,224,0.1,21.4,14.2,0.2
にじます・海面養殖・皮なし、刺身,10,189,0.2,20.5,10.8,0.1
にじます・海面養殖・皮つき、焼き,10,266,0.4,27.2,15.8,0.2
にじます・淡水養殖・皮つき、生,10,127,0.1,19.7,4.6,0.1
べにざけ・生,10,138,0.1,22.5,4.5,0.1
べにざけ・焼き,10,177,0.1,28.5,6,0.2
べにざけ・くん製,10,161,0.1,25.7,5.5,3.8
ますのすけ・生,10,200,0,19.5,12.5,0.1
ますのすけ・焼き,10,269,0,26.4,16.7,0.1
まさば・生,10,247,0.3,20.6,16.8,0.3
まさば・水煮,10,309,0.3,22.6,22.6,0.2
まさば・焼き,10,318,0.4,25.2,22.4,0.3
まさば・フライ,10,332,6.5,20,25.1,0.3
ごまさば・生,10,146,0.3,23,5.1,0.2
ごまさば・水煮,10,155,0.2,24.8,5.2,0.1
ごまさば・焼き,10,195,0.3,31.1,6.6,0.2
ごまさば・さば節,10,360,0,73.9,5.1,0.9
たいせいようさば・生,10,326,0.4,17.2,26.8,0.3
たいせいようさば・水煮,10,348,0.4,18.6,28.5,0.2
たいせいようさば・焼き,10,370,0.5,21.8,29.3,0.3
加工品・塩さば,10,291,0.1,26.2,19.1,1.8
加工品・開き干し,10,348,0.2,18.7,28.5,1.7
加工品・しめさば,10,339,1.7,18.6,26.9,1.6
缶詰・水煮,10,190,0.2,20.9,10.7,0.9
缶詰・みそ煮,10,217,6.6,16.3,13.9,1.1
缶詰・味付け,10,215,4,21.4,12.6,1.3
あぶらつのざめ・生,10,159,0,16.8,9.4,0.3
よしきりざめ・生,10,85,0,18.9,0.6,0.5
ふかひれ,10,342,0,83.9,1.6,0.5
さより・生,10,95,0,19.6,1.3,0.5
さわら・生,10,177,0.1,20.1,9.7,0.2
さわら・焼き,10,202,0.1,23.6,10.8,0.2
さんま・皮つき、生,10,297,0.1,17.6,23.6,0.3
さんま・皮なし、刺身,10,335,0.2,16.9,28,0.3
さんま・皮つき、焼き,10,270,0.2,23.9,17.9,0.3
さんま・開き干し,10,261,0.1,19.3,19,1.3
さんま・みりん干し,10,409,20.4,23.9,25.8,3.6
さんま・缶詰・味付け,10,268,5.6,18.9,18.9,1.4
さんま・缶詰・かば焼,10,225,9.7,17.4,13,1.5
しいら・生,10,108,0,21.3,1.9,0.1
ししゃも・生干し・生,10,166,0.2,21,8.1,1.2
ししゃも・生干し・焼き,10,177,0.2,24.3,7.8,1.6
からふとししゃも・生干し・生,10,177,0.5,15.6,11.6,1.5
からふとししゃも・生干し・焼き,10,186,0.6,18.2,11.3,2
したびらめ・生,10,96,0,19.2,1.6,0.4
しまあじ・養殖・生,10,168,0.1,21.9,8,0.1
しらうお・生,10,77,0.1,13.6,2,0.4
シルバー・生,10,153,0,18.6,7.9,0.2
すずき・生,10,123,0,19.8,4.2,0.2
きだい・生,10,108,0.2,18.6,3.1,0.2
くろだい・生,10,150,0.3,20.4,6.7,0.1
ちだい・生,10,105,0.1,19.4,2.4,0.2
まだい・天然・生,10,142,0.1,20.6,5.8,0.1
まだい・養殖・皮つき・生,10,177,0.1,20.9,9.4,0.1
まだい・養殖・皮なし・刺身,10,146,0.2,21.2,5.9,0.1
まだい・養殖・皮つき・水煮,10,206,0.1,22.2,11.9,0.1
まだい・養殖・皮つき・焼き,10,210,0.1,22.7,12,0.1
たかさご・生,10,100,0.1,20.2,1.5,0.1
たかべ・生,10,164,0,18.7,9,0.3
たちうお・生,10,266,0,16.5,20.9,0.2
すけとうだら・生,10,76,0,17.4,0.3,0.3
すけとうだら・フライ,10,207,5.7,19.2,11.9,0.4
すけとうだら・すり身,10,98,6.6,17.5,0.2,0.3
すけとうだら・すきみだら,10,174,0.1,40.5,0.3,18.8
すけとうだら・たらこ・生,10,140,0.4,24,4.7,4.6
すけとうだら・たらこ・焼き,10,170,0.5,28.3,6.1,5.3
すけとうだら・からしめんたいこ,10,126,3,21,3.3,5.6
まだら・生,10,77,0.1,17.6,0.2,0.3
まだら・焼き,10,109,0.2,25.2,0.2,0.4
まだら・しらこ・生,10,62,0.2,13.4,0.8,0.3
まだら・塩だら,10,65,0,15.2,0.1,2
まだら・干しだら,10,317,0.1,73.2,0.8,3.8
まだら・でんぶ,10,278,41.5,25.5,1.1,4.1
ちか・生,10,88,0,19.5,0.6,0.6
どじょう・生,10,79,0,16.1,1.2,0.2
どじょう・水煮,10,83,0,17.1,1.2,0.3
とびうお・生,10,96,0.1,21,0.7,0.2
ナイルティラピア・生,10,134,0.2,19.8,5.3,0.2
なまず・生,10,159,0,18.4,8.6,0.1
にぎす・生,10,91,0.1,18.7,1.2,0.5
にしん・生,10,216,0.1,17.4,15.1,0.3
にしん・身欠きにしん,10,246,0.2,20.9,16.7,0.4
にしん・開き干し,10,264,0.2,18.5,19.7,0.9
にしん・くん製,10,305,0,23.1,22.1,9.9
にしん・かずのこ・生,10,162,0.2,25.2,6.7,0.8
にしん・かずのこ・乾,10,385,0.5,65.2,13.6,3.6
にしん・かずのこ・塩蔵・水戻し,10,89,0.6,15,3,1.2
はぜ・生,10,83,0.1,19.1,0.2,0.2
はぜ・つくだ煮,10,284,39.9,24.3,3,5.6
はぜ・甘露煮,10,265,40.3,21.1,2.2,3.8
はたはた・生,10,113,0,14.1,5.7,0.5
はたはた・生干し,10,167,0,16.7,10.3,1.3
はまふえふき・生,10,90,0.1,20.5,0.3,0.2
はも・生,10,144,0,22.3,5.3,0.2
ひらまさ・生,10,142,0.1,22.6,4.9,0.1
ひらめ・天然・生,10,103,0,20,2,0.1
ひらめ・養殖・皮つき・生,10,126,0,21.6,3.7,0.1
ひらめ・養殖・皮なし・刺身,10,113,0.1,21.2,2.5,0.1
とらふぐ・養殖・生,10,85,0.2,19.3,0.3,0.3
まふぐ・生,10,84,0,18.9,0.4,0.2
ふな・生,10,101,0.1,18.2,2.5,0.1
ふな・水煮,10,112,0.1,20.3,2.8,0.1
ふな・甘露煮,10,272,44.4,15.5,3.6,3.3
ぶり・成魚・生,10,257,0.3,21.4,17.6,0.1
ぶり・成魚・焼き,10,304,0.3,26.2,20.4,0.1
ぶり・はまち・養殖・皮つき・生,10,251,0.3,20.7,17.2,0.1
ぶり・はまち・養殖・皮なし・刺身,10,203,0.3,21,12,0.1
ほうぼう・生,10,122,0,19.6,4.2,0.3
ホキ・生,10,84,0,17,1.3,0.4
ほっけ・生,10,115,0.1,17.3,4.4,0.2
ほっけ・塩ほっけ,10,123,0.1,18.1,4.9,3.6
ほっけ・開き干し・生,10,176,0.1,20.6,9.4,1.8
ほっけ・開き干し・焼き,10,200,0.2,23.1,10.9,2
ぼら・生,10,128,0.1,19.2,5,0.2
ぼら・からすみ,10,423,0.3,40.4,28.9,3.6
ほんもろこ・生,10,113,0.1,17.5,4.1,0.2
きはだ・生,10,106,0,24.3,0.4,0.1
くろまぐろ・赤身・生,10,125,0.1,26.4,1.4,0.1
くろまぐろ・脂身・生,10,344,0.1,20.1,27.5,0.2
びんなが・生,10,117,0.2,26,0.7,0.1
みなみまぐろ・赤身・生,10,93,0.1,21.6,0.1,0.1
みなみまぐろ・脂身・生,10,352,0.1,20.3,28.3,0.1
めじまぐろ・生,10,152,0.1,25.2,4.8,0.1
めばち・生,10,108,0.2,22.8,1.2,0.1
缶詰・水煮・フレーク・ライト,10,71,0.2,16,0.7,0.5
缶詰・水煮・フレーク・ホワイト,10,97,0.4,18.3,2.5,0.7
缶詰・味付け・フレーク,10,136,9.9,19,2.3,1.9
缶詰・油漬・フレーク・ライト,10,267,0.1,17.7,21.7,0.9
缶詰・油漬・フレーク・ホワイト,10,288,0.1,18.8,23.6,0.9
マジェランあいなめ・生,10,272,0.1,13.3,22.9,0.2
まながつお・生,10,175,0,17.1,10.9,0.4
みなみくろたち・生,10,120,0.1,21.7,3,0.3
みなみだら・生,10,72,0,16.4,0.3,0.6
むつ・生,10,189,0,16.7,12.6,0.2
むつ・水煮,10,173,0,22.2,8.4,0.2
めじな・生,10,125,0.1,19.4,4.5,0.2
めばる・生,10,109,0,18.1,3.5,0.2
メルルーサ・生,10,77,0,17,0.6,0.4
やつめうなぎ・生,10,273,0.2,15.8,21.8,0.1
やつめうなぎ・干しやつめ,10,508,0.5,50.3,31.2,0.3
やまめ・養殖・生,10,119,0.3,18.4,4.3,0.1
わかさぎ・生,10,77,0.1,14.4,1.7,0.5
わかさぎ・つくだ煮,10,317,38.2,28.7,5.5,4.8
わかさぎ・あめ煮,10,313,40.4,26.3,5.1,4.1
あかがい・生,10,74,3.5,13.5,0.3,0.8
あげまき・生,10,48,2,8.1,0.6,1.5
あさり・生,10,30,0.4,6,0.3,2.2
あさり・つくだ煮,10,225,30.1,20.8,2.4,7.4
あさり・缶詰・水煮,10,114,1.9,20.3,2.2,1
あさり・缶詰・味付け,10,130,11.5,16.6,1.9,1.6
あわび・生,10,73,4,12.7,0.3,0.8
あわび・干し,10,273,23.8,38,1.6,7.4
あわび・塩辛,10,100,1.4,14.8,3.9,6.6
あわび・水煮缶詰,10,90,1,19.4,0.4,1.4
いがい・生,10,70,3.2,10.3,1.4,1.4
いたやがい・養殖・生,10,59,1.5,10.8,0.8,1.1
エスカルゴ・水煮缶詰,10,82,0.8,16.5,1,0.7
かき・養殖・生,10,60,4.7,6.6,1.4,1.3
かき・養殖・水煮,10,91,7.4,9.5,2.2,1.1
かき・くん製油漬缶詰,10,298,11.2,12.5,22.6,0.8
